"id","mean_gs","sd","skewness","kurtosis","current_max","current_mean","current_min","gebco","x","y","sample_type"
81,0.87,1.02,4.43,31.34,0.108675941824913,0.093452528119087,0.083062879741192,-21,-60.078639998295,43.9052300005554,"Grab Van Veen"
82,1.52,0.91,4.29,31.86,0.107769668102264,0.093536287546158,0.084126271307468,-18,-60.0777700005,43.9153300004016,"Grab Van Veen"
83,2.06,0.81,4.25,32.79,0.107769668102264,0.093536287546158,0.084126271307468,-18,-60.0775399981257,43.915309999947,"Grab Van Veen"
84,1.93,0.79,4.76,39.07,0.107769668102264,0.093536287546158,0.084126271307468,-18,-60.0771499998735,43.9153100007865,"Grab Van Veen"
85,2.05,0.73,4.87,42.17,0.064209349453449,0.055608414113522,0.050236947834492,-19,-60.1833699993697,43.9270899994996,"Grab Van Veen"
86,1.56,0.84,5.26,41.94,0.065763622522354,0.056863248348236,0.051420263946056,-18,-60.1827099981876,43.9272000005236,"Grab Van Veen"
87,1.98,0.72,5.48,47.34,0.065763622522354,0.056863248348236,0.051420263946056,-18,-60.1822900002846,43.9270499996861,"Grab Van Veen"
88,1.57,0.92,4.76,35.12,0.057250201702118,0.048265136778355,0.038450106978416,-28,-60.530900000612,43.9214600002553,"Grab Van Veen"
89,1.37,0.87,5.36,42.12,0.057250201702118,0.048265136778355,0.038450106978416,-28,-60.5304099995991,43.9214500000441,"Grab Van Veen"
90,1.32,0.88,4.41,34.9,0.063927017152309,0.054007161408663,0.04334294423461,-35,-60.566009998032,43.9468700000028,"Grab Van Veen"
91,0.92,1.03,3.87,27.92,0.063927017152309,0.054007161408663,0.04334294423461,-35,-60.5657899995625,43.9468300008611,"Grab Van Veen"
92,1.1,1.03,3.92,27.7,0.058443516492844,0.042318660765886,0.030308529734612,-37,-60.6192699993128,43.8661800005201,"Grab Van Veen"
95,1.46,0.85,4.86,37.89,0.105417549610138,0.100085869431496,0.094042591750622,-81,-60.4046600001013,43.5462500005734,"Grab Van Veen"
96,1.46,0.87,5.02,38.27,0.059639699757099,0.0437843054533,0.031502079218626,-38,-60.6324399981664,43.8896400004651,"Grab Van Veen"
97,2.04,0.67,7.14,64.17,0.059421170502901,0.043459549546242,0.030960530042648,-31,-60.6389199992463,43.9003099991519,"Grab Van Veen"
98,1.91,0.82,4.62,36.64,0.059421170502901,0.043459549546242,0.030960530042648,-31,-60.6392599990828,43.9011000000758,"Grab Van Veen"
99,2.02,0.69,6.75,59.77,0.059421170502901,0.043459549546242,0.030960530042648,-31,-60.6394799987998,43.9013599998509,"Grab Van Veen"
100,1.59,0.97,3.9,29.3,0.057520911097527,0.042960174381733,0.036533024162054,-64,-60.590549999223,43.6533800009142,"Grab Van Veen"
101,1.56,0.97,4.18,28.34,0.064344607293606,0.049759864807129,0.043716121464968,-66,-60.6252900003022,43.6313699996196,"Grab Van Veen"
102,1.74,1.49,3.37,14.53,0.064344607293606,0.049759864807129,0.043716121464968,-66,-60.6251700000238,43.6312800014384,"Grab Van Veen"
103,1.89,1.04,2.35,16.08,0.065574653446674,0.051089663058519,0.045287497341633,-66,-60.6306699989491,43.6264699992315,"Grab Van Veen"
105,1.84,0.77,5.51,46.21,0.068127706646919,0.06497772783041,0.062607645988464,-66,-61.1440999995087,44.0841299997792,"Grab Van Veen"
106,1.89,0.81,4.83,39.58,0.068127706646919,0.06497772783041,0.062607645988464,-66,-61.1430899990973,44.0840800000455,"Grab Van Veen"
108,6.8,2.52,-0.12,1.72,0.081755347549915,0.062803879380226,0.046888828277588,-195,-59.7060099993945,44.6538500005228,"Grab Van Veen"
109,6.71,2.93,0.27,1.9,0.081755347549915,0.062803879380226,0.046888828277588,-195,-59.7060099993945,44.6538500005228,"Grab Van Veen"
111,-2.01,3.03,0.57,2.46,0.072767034173012,0.054700165987015,0.042073916643858,-115,-59.7752399983283,44.8040899998117,"IKU Grab 1 cubic metre"
112,4.02,2.97,1.27,3.46,0.088410750031471,0.066888198256493,0.041992608457804,-190,-59.3437400000407,44.8155500010486,"IKU Grab 1 cubic metre"
113,4.02,2.85,1.19,3.15,0.088410750031471,0.066888198256493,0.041992608457804,-190,-59.3437400000407,44.8155500010486,"IKU Grab 1 cubic metre"
114,0.68,2.03,0.61,5.33,0.107881180942059,0.074611365795135,0.042094398289919,-93,-59.6951599997236,45.0557299995967,"IKU Grab 1 cubic metre"
115,-0.85,2.89,0.6,3.46,0.107881180942059,0.074611365795135,0.042094398289919,-93,-59.6951599997236,45.0557299995967,"IKU Grab 1 cubic metre"
117,-1.07,3.42,0.33,1.9,0.120725907385349,0.08669451624155,0.06346695125103,-82,-59.3915999996154,45.1908400001403,"IKU Grab 1 cubic metre"
118,0.43,2.04,-0.15,4.28,0.100840426981449,0.082325257360935,0.065438315272331,-95,-58.964149999147,45.3757099999681,"IKU Grab 1 cubic metre"
119,7.25,2.61,-0.09,2.1,0.104344733059406,0.087307415902615,0.056688535958529,-323,-59.0212199989156,44.7878800007849,"Grab Van Veen"
120,6.11,2.82,0.46,1.98,0.090254977345467,0.069553010165691,0.050356179475784,-241,-58.6009299988144,44.806089999943,"Grab Van Veen"
122,-1.19,3.05,-0.21,1.58,0.089700140058994,0.076011806726456,0.064088553190231,-76,-58.651069998192,45.2700500000902,"IKU Grab 1 cubic metre"
124,2.16,3.31,1.03,4.46,0.192747369408607,0.179300725460052,0.16702938079834,-130,-58.2435899985062,45.1981199998808,"IKU Grab 1 cubic metre"
125,1.63,2.32,1.78,9.46,0.192747369408607,0.179300725460052,0.16702938079834,-130,-58.2435899985062,45.1981199998808,"IKU Grab 1 cubic metre"
126,0.35,1.3,2.88,17.62,0.134685337543488,0.125124961137772,0.105270467698574,-114,-57.7937999993519,45.1121400003211,"IKU Grab 1 cubic metre"
129,1,1.66,1.2,10.18,0.133641138672829,0.109016641974449,0.092555493116379,-91,-58.0879999980356,45.5094300000508,"IKU Grab 1 cubic metre"
131,7.15,3.17,-0.22,1.77,0.090004056692123,0.068598099052906,0.051662750542164,-343,-58.3448900004168,45.5002099993721,"Grab Van Veen"
133,1.53,4.11,0.19,3.15,0.139855027198792,0.113522365689278,0.086788631975651,-219,-58.2289299985942,45.8637400000414,"IKU Grab 1 cubic metre"
134,1.54,1.25,1.04,14.4,0.082922823727131,0.060975048691034,0.048911985009909,-82,-58.5564599992846,45.7016999988857,"IKU Grab 1 cubic metre"
135,1.21,1.59,-0.19,8.08,0.082922823727131,0.060975048691034,0.048911985009909,-82,-58.5564599992846,45.7016999988857,"IKU Grab 1 cubic metre"
138,0.19,2.78,1.12,7.56,0.068780966103077,0.059978745877743,0.053898110985756,-122,-58.8788899990157,45.7658300005315,"IKU Grab 1 cubic metre"
139,2.94,2.18,2.16,8.56,0.102597095072269,0.096987940371037,0.092962495982647,-138,-58.9199299993744,45.9210399996694,"IKU Grab 1 cubic metre"
140,3.98,2.04,2.21,7.12,0.137902170419693,0.114834293723106,0.100901156663895,-127,-59.2942699999093,45.8205500002759,"Grab Van Veen"
141,7.09,2.41,-0.05,2.09,0.063596330583096,0.058184001594782,0.052789472043514,-246,-58.9464800000368,45.7718900000364,"Grab Van Veen"
142,5.45,3.44,0.21,2.16,0.114383369684219,0.077748164534569,0.053269542753696,-245,-59.0666799982464,45.665930000688,"Grab Van Veen"
143,0.93,1.44,2.11,14.51,0.153473988175392,0.106367379426956,0.057300239801407,-76,-59.29545999927,45.4777600007111,"IKU Grab 1 cubic metre"
144,5.46,2.71,0.84,2.87,0.139983355998993,0.123752921819687,0.111605487763882,-128,-59.7278799995266,45.3321500000809,"Grab Van Veen"
146,8.19,1.97,-0.11,3.37,0.20115615427494,0.171816304326057,0.14148785173893,-287,-60.3883599988535,44.8577099997762,"Grab Van Veen"
147,2.46,2.89,1.61,5.69,0.184276148676872,0.158550888299942,0.129168018698692,-119,-60.390329999013,44.8280600011289,"IKU Grab 1 cubic metre"
148,2.33,2.52,1.88,6.02,0.184276148676872,0.158550888299942,0.129168018698692,-119,-60.390329999013,44.8280600011289,"IKU Grab 1 cubic metre"
149,0.72,1.17,0.14,14.16,0.289096564054489,0.26981383562088,0.25075688958168,-69,-60.1797099981039,45.1535499998175,"IKU Grab 1 cubic metre"
150,5.92,3.06,0.43,2.06,0.12702476978302,0.112527564167976,0.099229522049427,-172,-60.1609199987689,45.37333999977,"Grab Van Veen"
152,0.02,2.57,0.36,3.64,0.115657471120358,0.089518822729588,0.065966010093689,-117,-60.7005900001035,44.8626300012647,"IKU Grab 1 cubic metre"
153,8.29,2,-0.17,2.98,0.09026125818491,0.08311901986599,0.076936617493629,-185,-60.907569998822,44.9443599992077,"Grab Van Veen"
154,1.36,0.94,3.43,34.3,0.226134538650513,0.197926387190819,0.168810278177261,-72,-60.5221299979636,45.1301800001495,"IKU Grab 1 cubic metre"
155,2.63,3.34,1.24,4.09,0.201899453997612,0.187543541193008,0.172490149736404,-115,-60.6545800011328,45.2228900000094,"IKU Grab 1 cubic metre"
156,-0.31,4.46,0.7,2.99,0.201899453997612,0.187543541193008,0.172490149736404,-115,-60.6545800011328,45.2228900000094,"IKU Grab 1 cubic metre"
157,5.52,3.72,-0.1,1.69,0.137228325009346,0.133042767643929,0.129614070057869,-133,-60.9648700002595,45.1069800003507,"IKU Grab 1 cubic metre"
158,-0.94,4.82,1.08,3.12,0.137228325009346,0.133042767643929,0.129614070057869,-133,-60.9648700002595,45.1069800003507,"IKU Grab 1 cubic metre"
159,-1.69,3.09,1,3.3,0.039594709873199,0.035057410597801,0.031329229474068,-76,-62.4333000003061,43.5841099999537,"IKU Grab 0.5 cubic metre"
160,1.28,0.97,2.6,25.22,0.039594709873199,0.035057410597801,0.031329229474068,-76,-62.430849999588,43.5866899999585,"IKU Grab 0.5 cubic metre"
161,-2.23,1.91,0.89,4.54,0.03888200968504,0.034547660499811,0.030874073505402,-75,-62.4396000000272,43.5892100002662,"IKU Grab 0.5 cubic metre"
162,-1.78,2.91,1.04,3.42,0.031693898141384,0.028746785596013,0.026498936116695,-78,-62.3642399989561,43.4484800002703,"IKU Grab 0.5 cubic metre"
164,1.43,0.88,4.79,37.36,0.031449791043997,0.028144635260105,0.026185303926468,-82,-62.3857099995474,43.429250000098,"IKU Grab 0.5 cubic metre"
165,1.71,1.06,2.34,24.1,0.031114358454943,0.027621004730463,0.025832099840045,-83,-62.3990899992367,43.4271400009261,"IKU Grab 0.5 cubic metre"
166,-0.63,1.33,2.65,16.09,0.031585909426212,0.028447836637497,0.026519184932113,-82,-62.3872799996029,43.4367900007065,"IKU Grab 0.5 cubic metre"
167,1.25,0.84,5.49,45.27,0.03329486772418,0.02798405662179,0.021518429741263,-57,-61.5193700001386,43.7361999993429,"IKU Grab 0.5 cubic metre"
168,-1.65,1.96,0.82,4.18,0.028871864080429,0.024441532790661,0.01862627081573,-58,-61.5560799985108,43.7199200008071,"IKU Grab 0.5 cubic metre"
169,-1.5,2.2,0.6,3.37,0.029349707067013,0.02500981464982,0.019235037267208,-59,-61.5529499991605,43.7272300011668,"IKU Grab 0.5 cubic metre"
171,1.25,0.88,4.56,36.91,0.117300227284431,0.09102288633585,0.067754730582237,-54,-61.5671299984975,43.8858000007809,"IKU Grab 0.5 cubic metre"
172,0.39,2.3,-0.4,4.14,0.115375958383083,0.089426442980766,0.066642977297306,-56,-61.5764199989959,43.8796700004943,"IKU Grab 0.5 cubic metre"
173,0.63,0.82,5.12,48.37,0.124950744211674,0.097182095050812,0.071930773556232,-51,-61.564719998594,43.8960800008046,"IKU Grab 0.5 cubic metre"
174,-0.59,1.73,0.36,4.79,0.042365290224552,0.032925773411989,0.024946536868811,-45,-60.9106400000712,44.0733600006926,"IKU Grab 0.5 cubic metre"
175,1.65,0.86,4.05,32.71,0.151458963751793,0.126289173960686,0.094698846340179,-42,-60.4368300000299,44.0655599998613,"IKU Grab 0.5 cubic metre"
177,1.27,0.85,4.19,32.83,0.046619594097137,0.034600704908371,0.02674462646246,-55,-60.4828399986177,43.7600900003043,"IKU Grab 0.5 cubic metre"
178,1.52,0.89,4.29,32.27,0.046820238232613,0.034070685505867,0.025748500600457,-56,-60.4942299978189,43.7565100002956,"IKU Grab 0.5 cubic metre"
179,2.79,0.99,4.59,24.22,0.046060811728239,0.033375680446625,0.024401813745499,-60,-60.5082199989602,43.7618500009337,"IKU Grab 0.5 cubic metre"
180,1.19,0.8,4.9,41.36,0.045817587524652,0.03288796544075,0.023406876251101,-54,-60.5283299986258,43.7699699991507,"IKU Grab 0.5 cubic metre"
181,0.2,1,3.89,31.31,0.073150843381882,0.069820664823055,0.067422613501549,-67,-61.1430799985301,44.1112600007395,"Grab Van Veen"
182,-1.18,1.13,2.4,15.3,0.073150843381882,0.069820664823055,0.067422613501549,-67,-61.1436399988628,44.1106100005427,"Grab Van Veen"
183,-1.17,1.46,3.67,21.88,0.073150843381882,0.069820664823055,0.067422613501549,-67,-61.141969999618,44.1089600010583,"Grab Van Veen"
184,1.38,0.85,4.19,36.62,0.071101821959019,0.068020828068256,0.065601550042629,-66,-61.1435499997054,44.1027899993749,"Grab Van Veen"
185,1.78,0.78,5.23,43.64,0.071101821959019,0.068020828068256,0.065601550042629,-66,-61.1434299982925,44.102590000747,"Grab Van Veen"
186,1.71,0.72,5.87,52.76,0.071101821959019,0.068020828068256,0.065601550042629,-66,-61.1426599990327,44.1025500006822,"Grab Van Veen"
187,1.36,0.75,5.38,47.91,0.105788633227348,0.090084157884121,0.079952090978622,-20,-60.0973400003278,43.9038199999573,"Grab Van Veen"
188,1.3,0.78,4.91,43.13,0.105788633227348,0.090084157884121,0.079952090978622,-20,-60.0965899986449,43.9032000002664,"Grab Van Veen"
190,1.62,0.78,4.98,42.31,0.107015937566757,0.091553412377834,0.081648647785187,-19,-60.0945899992595,43.9022999998373,"Grab Van Veen"
191,1.31,0.75,4.91,44.43,0.107015937566757,0.091553412377834,0.081648647785187,-19,-60.0937599995629,43.9018100008359,"Grab Van Veen"
192,2.01,0.68,5.72,52.41,0.107015937566757,0.091553412377834,0.081648647785187,-19,-60.0919099985011,43.9010499998619,"Grab Van Veen"
193,1.92,0.7,4.88,44.91,0.106158345937729,0.090824626386166,0.080889038741589,-20,-60.0900899981344,43.9001300003108,"Grab Van Veen"
194,2.03,0.73,4.33,38.43,0.106866344809532,0.091000318527222,0.080572992563248,-20,-60.0879399992639,43.8991300001997,"Grab Van Veen"
195,2.19,0.69,4.78,44.31,0.105000391602516,0.089296840131283,0.07823770493269,-21,-60.0873200005305,43.8990000002724,"Grab Van Veen"
196,2.2,0.84,3.99,33.95,0.105000391602516,0.089296840131283,0.07823770493269,-21,-60.0869500001154,43.8988400012251,"Grab Van Veen"
197,1.93,0.79,3.3,29.03,0.124910831451416,0.106896482408047,0.093366742134094,-25,-60.0382099997034,43.8948099998149,"Grab Van Veen"
198,1.42,0.72,5.94,55.05,0.125571385025978,0.108255214989185,0.095404304563999,-24,-60.0354199978818,43.8933100002753,"Grab Van Veen"
199,1.41,0.75,5.98,53.6,0.127220153808594,0.109323583543301,0.095953203737736,-25,-60.0326599987855,43.891619999424,"Grab Van Veen"
200,1.57,0.66,6.89,67.83,0.127220153808594,0.109323583543301,0.095953203737736,-25,-60.0301400010991,43.8902900001905,"Grab Van Veen"
201,1.96,0.68,6.18,55.89,0.12876795232296,0.110750801861286,0.097325429320335,-24,-60.0278899988354,43.8891600000284,"Grab Van Veen"
202,2.04,0.89,5.33,36.42,0.12876795232296,0.110750801861286,0.097325429320335,-24,-60.0259500005374,43.8881500004383,"Grab Van Veen"
203,1.65,0.39,0.24,17.49,0.136555016040802,0.11777076870203,0.103815473616123,-26,-60.0238599996237,43.8873500004604,"Grab Van Veen"
204,2.05,0.67,6.3,57.47,0.136555016040802,0.11777076870203,0.103815473616123,-26,-60.0228099980687,43.8865100000269,"Grab Van Veen"
205,2.09,0.67,5.72,52.21,0.136555016040802,0.11777076870203,0.103815473616123,-26,-60.0218599993563,43.8860200010696,"Grab Van Veen"
206,2.04,0.68,5.74,52.65,0.136555016040802,0.11777076870203,0.103815473616123,-26,-60.0218399991414,43.8860100010515,"Grab Van Veen"
207,1.76,0.72,5.32,48.34,0.136555016040802,0.11777076870203,0.103815473616123,-26,-60.0215399987234,43.8859599995041,"Grab Van Veen"
208,1.82,0.72,5.39,48.18,0.136555016040802,0.11777076870203,0.103815473616123,-26,-60.0210899998255,43.8855399997887,"Grab Van Veen"
209,1.67,0.82,5,39.81,0.138661757111549,0.119800396263599,0.10581611096859,-27,-60.0205699994094,43.8853799992846,"Grab Van Veen"
210,1.93,0.69,5.18,47.71,0.138661757111549,0.119800396263599,0.10581611096859,-27,-60.0196699997608,43.8849799993997,"Grab Van Veen"
211,1.91,0.77,4.92,41.2,0.138661757111549,0.119800396263599,0.10581611096859,-27,-60.0174499997778,43.883560000559,"Grab Van Veen"
212,2.03,0.67,4.62,43.85,0.139303311705589,0.11987017095089,0.105328731238842,-28,-60.0162799992004,43.882880000512,"Grab Van Veen"
