id,mean_gs,sd,skewness,kurtosis,current_max,current_mean,current_min,gebco,x,y,sample_type,y_im,x_im,x_m,y_m,slope,aspect,rough,bpi,shore_dist,island_dist,comb_dist,current_range
28,-0.05,2.56,-0.28,2.59,0.068549931049347,0.065305642783642,0.062864348292351,-65,-61.1442899982,44.082090000613,Grab Video,602,663,135249.9670713227,279226.3894064614,0.18702977498043566,138.66458890230513,2,0,121746.24421527816,110003.23383820098,110003.23383820098,0.005685582756995988
29,0.65,1.43,-1.11,10.87,0.068549931049347,0.065305642783642,0.062864348292351,-65,-61.1442899982,44.082090000613,Grab Video,602,663,135249.9670713227,279226.3894064614,0.18702977498043566,138.66458890230513,2,0,121746.24421527816,110003.23383820098,110003.23383820098,0.005685582756995988
30,1.64,0.79,4.98,41.95,0.068549931049347,0.065305642783642,0.062864348292351,-65,-61.1430400004558,44.0816899999073,Grab Video,602,663,135249.9670713227,279226.3894064614,0.18702977498043566,138.66458890230513,2,0,121746.24421527816,110003.23383820098,110003.23383820098,0.005685582756995988
31,1.64,0.8,4.72,40.6,0.068549931049347,0.065305642783642,0.062864348292351,-65,-61.1449599990914,44.0827499999442,Grab Video,602,663,135249.9670713227,279226.3894064614,0.18702977498043566,138.66458890230513,2,0,121746.24421527816,110003.23383820098,110003.23383820098,0.005685582756995988
33,2.21,0.89,3.5,27.03,0.184747919440269,0.153156355023384,0.122107461094856,-61,-60.6217699986279,44.1325100001412,Grab Van Veen,590,788,160749.58378914374,273660.4148667977,0.15341460949844346,23.74030388099186,1,0,130960.09071978279,54357.79592276153,54357.79592276153,0.062640458345413
34,2.37,0.67,6.2,53.51,0.107101298868656,0.089289523661137,0.070356294512749,-40,-60.6075699989254,44.0650799998322,Grab Van Veen,606,792,161565.571524114,281081.71425301593,0.33924520275989417,114.45334955531077,6,0,138548.93933291562,50611.42336009365,50611.42336009365,0.03674500435590701
35,1.51,1.19,4.47,25.27,0.063400417566299,0.05091406032443,0.040235046297312,-24,-60.6588800003837,44.0052399999114,Grab Van Veen,620,779,158913.61138546062,287575.3512159569,0.4257942827498825,171.659687832321,3,0,142475.0914510136,55720.87626730286,55720.87626730286,0.023165371268986996
36,2.11,0.83,6.11,43.75,0.052275270223618,0.039020545780659,0.026071174070239,-29,-60.7676199980001,44.0332000000825,Grab Van Veen,614,753,153609.69110815384,284792.363946125,0.18702977498043566,221.33541109769487,2,-1,135845.31603108952,67953.85913351778,67953.85913351778,0.026204096153378997
37,1.58,0.8,3.67,41.7,0.078750342130661,0.061331439763308,0.048663374036551,-32,-60.8446799991221,44.1302700004887,Grab Van Veen,590,735,149937.7463007876,273660.4148667977,0.15341460949844346,203.74030388099183,3,0,122840.65590329724,77996.2376567235,77996.2376567235,0.030086968094109996
38,2.02,0.75,5.56,46.7,0.162417873740196,0.131319582462311,0.109202891588211,-27,-60.8411299984368,44.1980199996191,Grab Van Veen,574,736,150141.74323453018,266239.11548057944,0.14043266172637303,180.0,2,0,115828.04858808269,79556.24875211087,79556.24875211087,0.053214982151985
39,1.2,0.8,5.7,51.34,0.276594519615173,0.22843898832798,0.191219508647919,-29,-60.8165599981279,44.2565300001176,Grab Van Veen,560,742,151365.7248369856,259745.47851763846,0.799370834246969,121.80323849926535,19,2,110470.57248783967,79269.72422903616,79269.72422903616,0.085375010967254
40,1.27,0.99,4.41,30.79,0.103244334459305,0.095905862748623,0.087854787707329,-18,-60.0758399984167,43.9698199999954,Grab Van Veen,629,919,187473.18210942016,291749.83212070464,0.0,180.0,1,0,175584.93044533886,3243.185360466507,3243.185360466507,0.015389546751976
41,1.89,1.09,4.22,24.4,0.105141639709473,0.098235838115215,0.090366423130035,-18,-60.069379998744,43.9764599993948,Grab Van Veen,627,921,187881.1759769053,290822.16969742737,0.0,180.0,0,0,175364.7366242646,4271.527373437354,4271.527373437354,0.014775216579438005
42,1.15,1.59,2.02,10.12,0.122999101877213,0.108812600374222,0.09668792784214,-54,-60.0518899989279,44.0670200001703,Grab Van Veen,605,925,188697.16371187556,280617.8830413773,0.28757433890131867,167.59781294939734,2,0,168311.82541993642,14629.22468442099,14629.22468442099,0.026311174035072993
43,0.69,1.32,2.93,18.14,0.122999101877213,0.108812600374222,0.09668792784214,-54,-60.0514199977478,44.0670400001428,Grab Van Veen,605,925,188697.16371187556,280617.8830413773,0.28757433890131867,167.59781294939734,2,0,168311.82541993642,14629.22468442099,14629.22468442099,0.026311174035072993
44,1.21,0.86,4.65,38.83,0.137843579053879,0.1296356767416,0.119923122227192,-36,-59.8828399986087,44.0134899996398,Grab Van Veen,618,966,197061.03799532086,286647.6887926796,0.12352702729469783,90.0,4,0,185086.69804670793,8352.479366425572,8352.479366425572,0.017920456826687012
45,1.18,0.9,4.26,34.38,0.137843579053879,0.1296356767416,0.119923122227192,-36,-59.8830399995371,44.0135700007766,Grab Van Veen,618,966,197061.03799532086,286647.6887926796,0.12352702729469783,90.0,4,0,185086.69804670793,8352.479366425572,8352.479366425572,0.017920456826687012
46,0.99,0.98,2.88,22.63,0.132664069533348,0.122876338660717,0.116047471761703,-40,-59.8233100004505,44.0133099993088,Grab Van Veen,618,980,199916.99506771684,286647.6887926796,0.23249410542739082,52.84131048694032,3,0,189340.5650130079,6887.630932713188,6887.630932713188,0.016616597771644995
47,0.99,0.93,3.57,28.26,0.132664069533348,0.122876338660717,0.116047471761703,-40,-59.8229099998344,44.0133100007547,Grab Van Veen,618,980,199916.99506771684,286647.6887926796,0.23249410542739082,52.84131048694032,3,0,189340.5650130079,6887.630932713188,6887.630932713188,0.016616597771644995
48,1.05,1.09,3.17,21.95,0.132664069533348,0.122876338660717,0.116047471761703,-40,-59.8224400000518,44.0133100001586,Grab Van Veen,618,980,199916.99506771684,286647.6887926796,0.23249410542739082,52.84131048694032,3,0,189340.5650130079,6887.630932713188,6887.630932713188,0.016616597771644995
50,2.94,1.26,3.15,21.48,0.11800828576088,0.113455839455128,0.109121553599834,-72,-59.62677999981,43.7479199998928,Grab Van Veen,682,1027,209504.85095361754,316332.88633755257,0.3068270192198692,336.25969611900814,5,0,225990.941736366,28922.706723790594,28922.706723790594,0.008886732161046004
52,3.28,0.94,4.24,21.68,0.308345884084702,0.289008110761642,0.268998026847839,-112,-59.2304499998158,43.7511799992852,Grab Van Veen,681,1122,228884.55965916152,315869.05512591393,0.23249410542739082,307.1586895130597,4,0,244625.767400493,58099.053597062826,58099.053597062826,0.03934785723686296
54,1.78,0.7,8.04,71.92,0.129501521587372,0.114970706403255,0.101567260921001,-43,-59.2617099985655,43.9693100002342,Grab Van Veen,629,1115,227456.58112296354,291749.83212070464,0.14043266172637303,0.0,1,0,221344.94608365148,46391.41092143064,46391.41092143064,0.02793426066637099
55,1.97,0.74,5.97,50.38,0.093422032892704,0.076646625995636,0.059562418609858,-23,-59.4836699982803,44.015319999921,Grab Van Veen,618,1061,216440.74670086484,286647.6887926796,0.0,180.0,1,0,206538.00787163503,20931.253298309606,20931.253298309606,0.03385961428284599
56,1.43,0.87,6.09,47.18,0.10225348174572,0.079981379210949,0.056328926235437,-21,-59.4074099983771,44.0465199997561,Grab Van Veen,610,1080,220316.68844197365,282937.0390995705,0.14043266172637303,180.0,1,0,206748.36217562947,29709.838016372654,29709.838016372654,0.04592455551028301
57,2.36,0.73,5.25,43.66,0.098543211817741,0.087356902658939,0.076833002269268,-26,-59.5455300004385,43.9888899999592,Grab Van Veen,624,1047,213584.7896284689,289430.67606251145,0.06176358541871677,270.0,1,0,206668.9201581151,15091.465766821568,15091.465766821568,0.02171020954847301
58,1.11,1.06,2.73,20.44,0.099520117044449,0.091161504387856,0.083870381116867,-26,-59.6100499984666,43.973619999591,Grab Van Veen,628,1031,210320.8386885878,291286.000909066,0.3068270192198692,336.25969611900814,3,0,205861.34423275598,9506.37142932938,9506.37142932938,0.01564973592758201
59,1.39,0.95,3.66,26.5,0.099520117044449,0.091161504387856,0.083870381116867,-26,-59.6099099990016,43.9735200002661,Grab Van Veen,628,1031,210320.8386885878,291286.000909066,0.3068270192198692,336.25969611900814,3,0,205861.34423275598,9506.37142932938,9506.37142932938,0.01564973592758201
60,1.43,0.87,4.75,36.62,0.128400728106499,0.12096394598484,0.116820879280567,-27,-59.7438599989764,43.9412100008453,Grab Van Veen,636,999,203792.93680882562,294996.6506021751,0.18529018208720907,270.0,4,0,201426.2753098937,3985.5621960058616,3985.5621960058616,0.011579848825931993
61,0.9,1.13,2.14,16.47,0.128400728106499,0.12096394598484,0.116820879280567,-27,-59.743729997777,43.9412700002251,Grab Van Veen,636,999,203792.93680882562,294996.6506021751,0.18529018208720907,270.0,4,0,201426.2753098937,3985.5621960058616,3985.5621960058616,0.011579848825931993
62,1.75,0.89,3.89,28.22,0.128400728106499,0.12096394598484,0.116820879280567,-27,-59.7436299985655,43.9413899995908,Grab Van Veen,636,999,203792.93680882562,294996.6506021751,0.18529018208720907,270.0,4,0,201426.2753098937,3985.5621960058616,3985.5621960058616,0.011579848825931993
63,2.23,0.92,2.71,18.71,0.119141094386578,0.111829243600369,0.107009403407574,-28,-59.7063199989271,43.9343699999138,Grab Van Veen,637,1008,205628.90921250873,295460.48181381373,0.3068270192198692,336.25969611900814,2,0,204580.53461507434,7072.153712871825,7072.153712871825,0.01213169097900399
64,1.79,0.79,4.04,33.21,0.119141094386578,0.111829243600369,0.107009403407574,-28,-59.7072699986874,43.9340300003637,Grab Van Veen,637,1008,205628.90921250873,295460.48181381373,0.3068270192198692,336.25969611900814,2,0,204580.53461507434,7072.153712871825,7072.153712871825,0.01213169097900399
65,0.73,1.03,3.62,25.99,0.119141094386578,0.111829243600369,0.107009403407574,-28,-59.7080699984342,43.9335600005972,Grab Van Veen,637,1008,205628.90921250873,295460.48181381373,0.3068270192198692,336.25969611900814,2,0,204580.53461507434,7072.153712871825,7072.153712871825,0.01213169097900399
66,1.52,0.94,4.45,31.79,0.123777486383915,0.114725112915039,0.109888702630997,-20,-59.7399499995199,43.9599000009841,Grab Van Veen,631,1000,203996.9337425682,292677.4945439819,0.4883820681774834,329.6121541423802,9,-1,200024.27505809654,2620.889555463458,2620.889555463458,0.013888783752918007
67,1.72,0.9,3.57,25.64,0.123777486383915,0.114725112915039,0.109888702630997,-20,-59.7399499978267,43.9599500000612,Grab Van Veen,631,1000,203996.9337425682,292677.4945439819,0.4883820681774834,329.6121541423802,9,-1,200024.27505809654,2620.889555463458,2620.889555463458,0.013888783752918007
68,0.85,0.91,4.96,38.64,0.136690437793732,0.125670656561852,0.120143242180347,-31,-59.7513799983555,43.9127499998494,Grab Van Veen,642,997,203384.94294134047,297779.637872007,0.23249410542739082,232.8413104869403,4,0,202887.36708465553,5805.2851559061755,5805.2851559061755,0.016547195613384996
69,1.46,0.83,5.3,43.16,0.056659869849682,0.047829579561949,0.038076121360064,-28,-60.5273799988752,43.9187100007736,Grab Van Veen,641,811,165441.5132652228,297315.80666036834,0.15341460949844346,336.25969611900814,2,0,156844.00902650275,41213.9570170551,41213.9570170551,0.018583748489618003
70,1.28,0.89,5.55,42.63,0.056659869849682,0.047829579561949,0.038076121360064,-28,-60.528169999777,43.9194200005365,Grab Van Veen,641,811,165441.5132652228,297315.80666036834,0.15341460949844346,336.25969611900814,2,0,156844.00902650275,41213.9570170551,41213.9570170551,0.018583748489618003
71,1.34,1.05,4.51,29.66,0.056770227849483,0.04792508482933,0.038150779902935,-28,-60.5297399991379,43.9206100006389,Grab Van Veen,641,810,165237.51633148023,297315.80666036834,0.18702977498043566,221.33541109769487,2,0,156674.89458976846,41672.34997613876,41672.34997613876,0.018619447946547997
72,0.9,0.88,4.6,38.48,0.100376412272453,0.083656534552574,0.072574950754642,-25,-60.1109999981911,43.8888900000343,Grab Van Veen,648,911,185841.2066394796,300562.6251418388,0.18702977498043566,318.6645889023051,4,0,180834.8507251968,6181.355653862093,6181.355653862093,0.027801461517811002
73,2.3,0.73,4.37,36.16,0.106158345937729,0.090824626386166,0.080889038741589,-20,-60.0914200002533,43.9007800006855,Grab Van Veen,645,916,186861.19130819247,299171.1315069229,0.15341460949844346,336.25969611900814,2,0,180929.7889986993,4271.527373436583,4271.527373436583,0.025269307196140012
74,1.78,0.79,4.72,38.93,0.106158345937729,0.090824626386166,0.080889038741589,-20,-60.0915999989746,43.9010400002102,Grab Van Veen,645,916,186861.19130819247,299171.1315069229,0.15341460949844346,336.25969611900814,2,0,180929.7889986993,4271.527373436583,4271.527373436583,0.025269307196140012
75,2.18,0.75,4.63,37.54,0.107015937566757,0.091553412377834,0.081648647785187,-19,-60.0920700003026,43.9012200007519,Grab Van Veen,645,915,186657.1943744499,299171.1315069229,0.06176358541871677,270.0,2,0,180675.1233121098,4395.365405651122,4395.365405651122,0.02536728978156999
76,2.23,0.77,4.59,36.4,0.107015937566757,0.091553412377834,0.081648647785187,-19,-60.0917299989489,43.9009300005987,Grab Van Veen,645,915,186657.1943744499,299171.1315069229,0.06176358541871677,270.0,2,0,180675.1233121098,4395.365405651122,4395.365405651122,0.02536728978156999
77,2.1,0.83,5.49,40.43,0.107015937566757,0.091553412377834,0.081648647785187,-19,-60.091840000303,43.9011899995025,Grab Van Veen,645,915,186657.1943744499,299171.1315069229,0.06176358541871677,270.0,2,0,180675.1233121098,4395.365405651122,4395.365405651122,0.02536728978156999
78,0.86,0.99,4.2,30.57,0.108675941824913,0.093452528119087,0.083062879741192,-21,-60.0790699983211,43.9054099995136,Grab Van Veen,644,919,187473.18210942016,298707.30029528425,0.12352702729469783,270.0,3,0,181313.78065075004,3372.9636879288287,3372.9636879288287,0.025613062083720994
79,1.21,0.81,5.25,44.57,0.113504506647587,0.097310021519661,0.086192511022091,-21,-60.0702399999537,43.9022700000589,Grab Van Veen,645,921,187881.1759769053,299171.1315069229,0.15341460949844346,203.74030388099183,2,0,182215.4496993498,3706.497554818414,3706.497554818414,0.027311995625496008
80,0.81,0.85,2.72,29.27,0.108675941824913,0.093452528119087,0.083062879741192,-21,-60.0784499993221,43.9052800009129,IKU Grab 1 cubic metre,644,919,187473.18210942016,298707.30029528425,0.12352702729469783,270.0,3,0,181313.78065075004,3372.9636879288287,3372.9636879288287,0.025613062083720994
81,0.87,1.02,4.43,31.34,0.108675941824913,0.093452528119087,0.083062879741192,-21,-60.078639998295,43.9052300005554,Grab Van Veen,644,919,187473.18210942016,298707.30029528425,0.12352702729469783,270.0,3,0,181313.78065075004,3372.9636879288287,3372.9636879288287,0.025613062083720994
82,1.52,0.91,4.29,31.86,0.107769668102264,0.093536287546158,0.084126271307468,-18,-60.0777700005,43.9153300004016,Grab Van Veen,642,919,187473.18210942016,297779.637872007,0.18529018208720907,270.0,3,0,180544.9806567876,2495.0125237426437,2495.0125237426437,0.023643396794796004
83,2.06,0.81,4.25,32.79,0.107769668102264,0.093536287546158,0.084126271307468,-18,-60.0775399981257,43.915309999947,Grab Van Veen,642,919,187473.18210942016,297779.637872007,0.18529018208720907,270.0,3,0,180544.9806567876,2495.0125237426437,2495.0125237426437,0.023643396794796004
84,1.93,0.79,4.76,39.07,0.107769668102264,0.093536287546158,0.084126271307468,-18,-60.0771499998735,43.9153100007865,Grab Van Veen,642,919,187473.18210942016,297779.637872007,0.18529018208720907,270.0,3,0,180544.9806567876,2495.0125237426437,2495.0125237426437,0.023643396794796004
85,2.05,0.73,4.87,42.17,0.064209349453449,0.055608414113522,0.050236947834492,-19,-60.1833699993697,43.9270899994996,Grab Van Veen,639,893,182169.2618321134,296388.14423709107,0.2841759702865857,240.384837862653,4,0,172899.2715240735,5805.2851559061755,5805.2851559061755,0.013972401618956999
86,1.56,0.84,5.26,41.94,0.065763622522354,0.056863248348236,0.051420263946056,-18,-60.1827099981876,43.9272000005236,Grab Van Veen,639,894,182373.25876585595,296388.14423709107,0.18702977498043566,221.33541109769487,4,0,173138.09949427051,5598.222544486368,5598.222544486368,0.014343358576298003
87,1.98,0.72,5.48,47.34,0.065763622522354,0.056863248348236,0.051420263946056,-18,-60.1822900002846,43.9270499996861,Grab Van Veen,639,894,182373.25876585595,296388.14423709107,0.18702977498043566,221.33541109769487,4,0,173138.09949427051,5598.222544486368,5598.222544486368,0.014343358576298003
88,1.57,0.92,4.76,35.12,0.057250201702118,0.048265136778355,0.038450106978416,-28,-60.530900000612,43.9214600002553,Grab Van Veen,640,810,165237.51633148023,296851.9754487297,0.0,180.0,1,0,156243.40816034513,41607.9114808459,41607.9114808459,0.018800094723702004
89,1.37,0.87,5.36,42.12,0.057250201702118,0.048265136778355,0.038450106978416,-28,-60.5304099995991,43.9214500000441,Grab Van Veen,640,810,165237.51633148023,296851.9754487297,0.0,180.0,1,0,156243.40816034513,41607.9114808459,41607.9114808459,0.018800094723702004
90,1.32,0.88,4.41,34.9,0.063927017152309,0.054007161408663,0.04334294423461,-35,-60.566009998032,43.9468700000028,Grab Van Veen,634,802,163605.5408615397,294068.9881788978,0.8814782570229401,230.41585217341475,13,-5,152322.64781673605,45027.17622968351,45027.17622968351,0.020584072917699002
91,0.92,1.03,3.87,27.92,0.063927017152309,0.054007161408663,0.04334294423461,-35,-60.5657899995625,43.9468300008611,Grab Van Veen,634,802,163605.5408615397,294068.9881788978,0.8814782570229401,230.41585217341475,13,-5,152322.64781673605,45027.17622968351,45027.17622968351,0.020584072917699002
92,1.1,1.03,3.92,27.7,0.058443516492844,0.042318660765886,0.030308529734612,-37,-60.6192699993128,43.8661800005201,Grab Van Veen,654,789,160953.5807228863,303345.6124116706,0.984871975183627,356.40484377811566,7,-1,158835.01612104638,52368.62637332455,52368.62637332455,0.028134986758232002
95,1.46,0.85,4.86,37.89,0.105417549610138,0.100085869431496,0.094042591750622,-81,-60.4046600001013,43.5462500005734,Grab Van Veen,730,840,171357.42434375727,338596.7844962073,0.18702977498043566,318.6645889023051,3,0,200151.40420045328,54594.2209424491,54594.2209424491,0.011374957859515991
96,1.46,0.87,5.02,38.27,0.059639699757099,0.0437843054533,0.031502079218626,-38,-60.6324399981664,43.8896400004651,Grab Van Veen,648,786,160341.5899216586,300562.6251418388,0.7129107929047679,170.02242659547645,6,0,155741.8273087282,53167.9762326628,53167.9762326628,0.028137620538472997
97,2.04,0.67,7.14,64.17,0.059421170502901,0.043459549546242,0.030960530042648,-31,-60.6389199992463,43.9003099991519,Grab Van Veen,645,784,159933.59605417345,299171.1315069229,0.18702977498043566,221.33541109769487,2,0,154113.12523629717,53859.91804702506,53859.91804702506,0.028460640460253
98,1.91,0.82,4.62,36.64,0.059421170502901,0.043459549546242,0.030960530042648,-31,-60.6392599990828,43.9011000000758,Grab Van Veen,645,784,159933.59605417345,299171.1315069229,0.18702977498043566,221.33541109769487,2,0,154113.12523629717,53859.91804702506,53859.91804702506,0.028460640460253
99,2.02,0.69,6.75,59.77,0.059421170502901,0.043459549546242,0.030960530042648,-31,-60.6394799987998,43.9013599998509,Grab Van Veen,645,784,159933.59605417345,299171.1315069229,0.18702977498043566,221.33541109769487,2,0,154113.12523629717,53859.91804702506,53859.91804702506,0.028460640460253
100,1.59,0.97,3.9,29.3,0.057520911097527,0.042960174381733,0.036533024162054,-64,-60.590549999223,43.6533800009142,Grab Van Veen,705,796,162381.5592590843,327001.0042052413,0.4174303123893653,132.28610049232864,6,0,182135.91423319656,59582.02024843944,59582.02024843944,0.020987886935473002
101,1.56,0.97,4.18,28.34,0.064344607293606,0.049759864807129,0.043716121464968,-66,-60.6252900003022,43.6313699996196,Grab Van Veen,710,787,160545.58685540117,329320.1602634345,0.14043266172637303,180.0,1,0,183003.62493997026,64312.00505383571,64312.00505383571,0.020628485828638
102,1.74,1.49,3.37,14.53,0.064344607293606,0.049759864807129,0.043716121464968,-66,-60.6251700000238,43.6312800014384,Grab Van Veen,710,787,160545.58685540117,329320.1602634345,0.14043266172637303,180.0,1,0,183003.62493997026,64312.00505383571,64312.00505383571,0.020628485828638
103,1.89,1.04,2.35,16.08,0.065574653446674,0.051089663058519,0.045287497341633,-66,-60.6306699989491,43.6264699992315,Grab Van Veen,711,786,160341.5899216586,329783.99147507316,0.06176358541871677,90.0,1,0,183303.65990388874,64959.60812631529,64959.60812631529,0.020287156105040997
105,1.84,0.77,5.51,46.21,0.068127706646919,0.06497772783041,0.062607645988464,-66,-61.1440999995087,44.0841299997792,Grab Van Veen,601,663,135249.9670713227,278762.5581948227,0.0,180.0,2,-1,121314.3854861907,110054.93327834977,110054.93327834977,0.005520060658455006
